salesorderid,subtotal
61721,742.35
61683,36.59
61685,9.99
61713,2341.97
61712,2294.99
62206,35.0
62180,2.29
62225,2438.06
62212,769.49
62211,848.47
62183,33.43
62210,889.39
62213,663.95
62224,810.32
62181,103.46
62185,36.27
62681,2393.06
62679,1243.84
62686,1184.46
62648,94.46
62645,82.47
62682,2527.52
62664,2316.97
62680,765.32
63088,30.97
63112,1134.47
63111,2473.04
63075,32.6
63076,45.58
63098,586.46
63096,2492.32
63095,101.44
63792,2329.98
63805,2453.04
63773,32.6
63775,29.99
63791,2337.27
63782,68.49
63806,603.49
63804,2427.04
63774,195.59
63787,89.98
63808,603.49
63807,588.96
63810,1709.98
63778,23.97
63813,1714.97
63812,1714.97
63811,1754.98
63772,30.48
64259,88.46
64266,93.46
64271,76.96
64281,2359.24
64291,1760.47
64290,1700.99
64268,44.98
65104,2.29
65107,49.48
65145,2393.06
65132,2294.99
65148,1759.97
65125,39.99
65112,123.98
65147,2393.06
65101,6.28
65105,25.48
65131,614.96
65100,53.99
65795,1145.48
65786,1223.84
65763,119.96
65793,570.47
65794,615.47
65771,106.96
65760,32.28
65790,600.46
66311,563.77
66278,34.98
66281,119.98
66312,553.97
66297,839.48
66308,742.35
66280,64.98
66298,889.47
66823,613.45
66783,2.29
66809,94.98
66822,548.98
66798,49.97
66805,35.0
66788,30.48
66814,2334.97
67242,2341.97
67251,2384.07
67223,29.99
67238,893.47
67207,120.0
67244,2365.95
67241,2332.28
67250,2384.07
67217,53.99
67237,554.97
67236,804.48
67254,548.98
67240,2329.98
67239,2319.99
67861,71.58
67880,56.97
67897,553.97
67859,38.88
67858,71.58
67882,569.97
67881,85.48
67839,7.95
67895,2413.06
67885,2369.96
67899,1754.98
67865,9.99
68381,2322.28
68392,1700.99
68357,49.97
68359,49.97
68362,119.98
68393,1775.47
68342,48.97
68380,2369.97
68389,819.31
68378,769.49
68374,128.97
68376,618.47
68377,799.48
68379,2369.97
69369,2406.95
69384,1700.99
69333,49.97
69368,2343.96
69330,58.47
69367,2319.99
69382,1129.48
69379,1223.84
69383,1147.77
69334,133.47
70099,53.99
70139,898.46
70136,2414.99
70135,2326.96
70127,37.29
70158,1179.97
70145,2369.96
70154,1243.84
70129,99.47
70116,12.94
70106,35.72
70128,42.28
70131,564.99
70119,166.28
70134,2394.97
70737,588.96
70738,1120.49
70712,2334.98
70741,1754.98
70719,2322.28
70695,106.96
70689,71.58
70703,39.99
70716,839.48
71255,2354.99
71252,2316.97
71272,562.96
71276,1134.47
71249,618.98
71273,553.97
71256,2376.45
71271,2407.04
71254,893.47
71275,1174.48
71241,75.97
71269,751.34
71735,99.47
71736,2457.33
71733,42.28
71762,2393.06
71764,548.98
71707,21.26
71746,2322.28
71738,2384.96
71765,548.98
71717,94.46
71709,28.98
71760,1263.82
72453,66.94
72464,65.96
72460,64.47
72499,548.98
72463,93.97
72481,804.48
72455,49.22
72497,742.35
72482,2349.98
72480,2294.99
73067,35.0
73087,1750.98
73079,801.83
73081,1223.84
73034,7.95
73070,2316.97
73082,2438.06
73054,39.47
74115,119.98
74141,603.49
74129,2409.95
74096,7.95
74131,2322.28
74138,1249.84
74111,40.22
74413,59.27
74386,32.27
74380,28.99
74394,48.97
74412,71.97
74623,53.99
74635,9.99
74629,64.97
74626,49.99
74627,34.47
74882,31.27
74893,128.97
74880,6.28
75109,85.48
75101,133.49
75086,7.95
75105,98.96
75097,44.98
75099,72.93
75095,53.99
75110,84.92
51433,777.34
51434,1214.85
51430,2376.96
51437,638.95
51435,2407.04
51566,2398.05
51567,563.77
51564,751.34
51551,588.96
51553,2375.95
51569,607.96
51568,564.48
51565,1228.83
51677,2354.98
51675,554.97
51676,2595.95
51679,2374.47
52273,2420.34
52233,32.28
52250,56.97
52234,37.27
52272,2482.56
52226,36.27
52232,84.95
52274,2398.05
52245,89.97
52275,553.97
52235,22.93
52262,66.97
52266,2322.28
52263,56.97
52653,71.95
52649,37.29
52627,64.97
52630,32.28
52628,71.58
52657,2319.99
52658,2322.28
52652,35.0
53050,2502.83
53028,34.89
53047,1769.96
53056,2369.97
53055,2369.97
53066,1129.48
53018,28.98
53052,2500.97
53054,2344.96
53025,91.58
53064,589.96
53053,2354.98
53438,2319.26
53437,848.47
53436,561.97
53421,54.98
53415,33.43
53446,548.98
54003,89.97
53999,32.28
53980,7.95
54032,2384.07
53992,53.99
54024,2359.46
54023,2405.47
54006,56.97
54469,2294.99
54442,35.23
55229,588.96
55217,70.96
55191,6.28
55219,2543.44
55768,100.46
55791,633.96
55782,69.92
55762,77.92
55770,103.48
55805,588.96
55804,2393.06
55795,2319.99
55786,42.28
55760,29.99
55792,804.48
55790,609.95
56213,633.96
56211,71.97
56194,6.28
56221,562.96
56200,78.96
56217,742.35
56219,2443.55
56201,128.97
56222,570.47
56205,61.96
56214,2322.28
56641,1120.49
56626,30.97
56624,103.48
56634,61.97
56613,89.46
56978,54.98
56971,28.99
56983,15.23
56973,49.97
56976,49.97
57006,2393.06
56993,42.28
56998,2319.99
56985,56.97
57007,1179.47
57628,553.97
57604,73.96
57630,1184.46
57605,37.27
57603,123.96
57621,39.99
57615,85.48
57619,37.29
57623,804.48
58053,35.0
58059,1759.97
58037,28.98
58069,613.45
58068,2462.55
58040,88.98
58041,36.59
58055,56.97
58056,2482.23
58057,2478.34
58856,64.97
58864,119.98
58878,42.28
58894,1256.78
58858,130.56
58851,6.28
58893,742.35
58860,93.49
58884,633.96
58865,58.98
58853,75.48
58855,71.58
58883,1763.97
59603,93.97
59640,553.97
59625,2351.96
59622,2344.96
59596,94.48
59637,791.32
59639,2453.04
59597,94.48
59599,89.97
59616,71.97
59641,561.48
59620,42.28
59638,2443.55
60132,31.27
60177,1728.27
60141,9.99
60134,31.27
60136,89.46
60160,2344.26
60688,756.33
60681,2294.99
60658,22.93
60689,776.33
60696,1754.98
60693,650.45
60654,71.58
60691,2393.06
60682,2337.26
60662,96.44
61230,31670.8656
61173,34851.8445
61205,409.4415
61217,29982.6291
61228,26600.2831
61259,388.7928
61233,29.9626
61223,1834.3668
61257,11551.204
63270,5215.7936
63151,5594.0874
63228,10765.8042
63234,632.4859
63130,4626.4844
63185,1716.5304
63144,4068.7747
63220,5571.0288
63245,30427.5433
63189,2093.9171
63124,38854.9914
63293,29971.456
63190,269.4266
63259,388.7928
63248,45.9466
63339,2398.47
63181,26170.5355
63235,4032.6816
63281,43245.8167
63238,45.9466
63246,12996.2731
65249,10633.723
65288,7773.6672
65229,5906.7116
65165,5376.7368
65298,45.9466
65210,17054.9125
65248,70441.4897
65246,3577.7466
65259,1409.184
65283,3850.7076
65265,388.7928
65272,45.8208
65242,31321.7656
65207,44113.9354
65220,33198.8296
67313,998.704
67277,35343.7349
67331,6177.4253
67340,806.7528
67349,44000.7521
67260,47070.7724
67341,440.1742
67283,636.1415
67303,239.7304
67348,32868.8066
67281,38.9536
69459,89.9026
69452,4148.3876
69565,4293.256
69465,36984.7022
69472,1187.9664
69513,25120.4661
69419,4391.0186
69518,40902.6757
69485,4120.0812
69403,2591.2224
69443,16304.2552
69451,60888.1384
69502,2216.2752
69510,4505.9496
69519,806.7528
69405,7171.9047
69496,440.1742
69533,61737.1033
69394,28024.4889
69474,11838.5221
71927,45.9466
71821,5343.7818
71948,96689.3599
71888,5215.2984
71950,3714.2271
71802,38021.1954
71844,43508.9681
71839,68030.1615
71942,4151.0078
71866,39165.295
71951,1788.8733
71883,742.8934
71850,9495.4484
71909,7337.4672
43696,503.3507
43681,16538.3348
43684,6715.7647
43685,3290.0127
43694,24729.0707
43693,24619.4551
43660,1553.1035
43659,24643.9362
43676,17040.8246
43695,47343.2903
43887,503.3507
43900,41545.9776
43875,148393.7912
43845,10295.8366
43861,28055.1097
43910,23342.4603
43902,63647.3311
43862,37348.3786
43903,20.1865
43905,11886.7978
44101,11765.8332
44130,42580.7278
44133,30862.1684
44128,22213.936
44102,4206.6395
44116,24420.278
44098,19640.9999
44122,4877.9856
44106,503.3507
44132,4859.9856
44305,22685.7599
44309,33137.0031
44302,2576.3544
44319,41110.8286
44310,226.8571
44304,45098.4511
44297,12270.5888
44306,22350.5909
44318,25324.9386
44507,47317.1118
44488,39423.7874
44555,36174.5958
44506,42805.5003
44549,58818.0448
44553,7289.9784
44562,23157.4095
44493,7758.1879
44552,117725.3953
44565,2591.0486
44518,153465.5585
44532,2576.3544
44802,5759.1727
44769,226.8571
44775,2639.7187
44786,2888.6084
44799,49053.4067
44801,57890.0567
44761,98743.9809
44763,4139.2685
44764,2559.8049
44779,39084.5848
44798,40112.7991
45076,9792.8336
45061,87902.7219
45077,22795.6274
45075,14671.5318
45065,28830.0549
45066,503.3507
45056,46381.2632
45062,18997.1639
45288,35693.7641
45329,74261.1025
45327,14610.3068
45270,34516.7878
45275,8600.0133
45289,47872.4425
45340,3063.1556
45330,74.8374
45337,21245.2196
45300,107770.4866
45331,24174.3814
45312,2816.7905
45578,4659.3105
45563,5211.0976
45551,8729.1675
45540,51301.4238
45577,70487.4022
45579,4895.9856
45558,7325.9784
45544,4069.857
45576,9850.0627
45543,907.4284
45574,33816.0375
45802,27156.2519
45801,64256.2347
45796,70911.2973
45806,3519.8793
45779,21650.5112
45805,29562.0271
45814,40178.3422
45815,38660.5604
46090,113771.6826
46091,26622.868
46104,503.3507
46099,17400.8193
46033,5647.4449
46045,58795.0959
46056,113665.8179
46070,934.9603
46088,26982.9954
46028,31527.4288
46047,55798.8237
46384,28934.5998
46387,57843.7427
46329,891.2004
46383,35658.4573
46388,3062.5853
46350,4112.9084
46373,1997.408
46349,5182.0155
46389,3182.3906
46345,40856.2724
46361,6635.2806
46365,9506.5469
46354,503.3507
46654,8819.5895
46630,42714.2836
46635,2928.0208
46665,453.7142
46604,44607.292
46637,258.0824
46644,1570.725
46672,79308.4763
46674,400.1583
46641,563.7528
46631,8789.9444
46673,33693.9193
46628,777.5928
46636,222.1591
47058,2673.5238
46962,2982.8442
47040,26794.4817
46933,58085.4027
46952,203.7849
46991,11666.803
46996,77147.7331
46971,18270.5782
47038,226.8571
47010,258.0824
47042,56779.6827
46943,11095.2843
47023,1570.725
46995,10481.4132
47053,32487.6654
47044,208.4568
47026,49413.1567
47067,22045.2619
46937,41.6553
47046,4867.3221
47454,32878.4993
47392,400.1583
47457,5953.4666
47406,5808.0179
47449,12866.4917
47455,135898.3401
47424,15175.4591
47414,827.9772
47416,125373.5743
47725,52495.2243
47684,1976.8849
47717,1691.2584
47727,258.0824
47728,1570.725
47681,34515.6271
47726,34207.3444
47691,40.373
47703,7368.8732
47660,563.7528
47682,316.2196
47693,39683.6189
47729,400.1583
48067,38.9935
48075,22672.8965
47968,328.3356
48015,3564.7537
47971,6765.0336
48063,43666.062
48092,290.1614
48051,51434.3984
48090,9019.6993
48019,7457.1105
47965,59650.2626
48068,3098.323
48018,53678.2132
48020,9106.3446
48061,1127.5056
48062,17060.364
47993,10907.0508
48395,39108.5531
48398,4450.7456
48359,96887.1983
48393,117867.5751
48357,294.8491
48343,975.4855
48365,12073.2613
48335,1212.5519
48391,4500.1326
48777,4510.0224
48759,1524.7377
48760,25978.2092
48734,27444.6852
48766,44089.4675
48730,43106.957
48752,777.5928
48793,258.0824
48792,563.7528
48794,563.7528
49124,46821.9112
49159,13126.7145
49090,48510.5689
49133,12402.5616
49044,491.2344
49149,28283.61
49144,400.1583
49170,4903.775
49091,52395.709
49145,6049.5638
49088,6765.0336
49121,1574.1247
49122,15221.3256
49154,680.7398
49148,907.9127
49110,174.6585
49064,9789.8889
49096,7623.6885
49460,2647.8591
49495,29030.5403
49524,4672.9871
49516,1583.7223
49509,107725.9143
49520,3098.8624
49487,1623.5117
49443,83.2981
49473,16399.2114
49470,636.1983
49822,38594.1967
49836,54697.0387
49842,400.1583
49868,1785.9546
49886,3518.424
49845,5073.7752
49835,231.348
49865,51196.3776
49873,1515.7237
49857,48.7435
49872,720.315
49878,5470.9457
49869,46259.8376
50273,917.9363
50291,748.6284
50230,9691.3881
50191,48787.642
50196,728.9647
50234,586.989
50286,400.1583
50307,3979.8875
50306,38565.1749
50288,777.5928
50315,22810.3385
50231,55114.6493
50260,9186.641
50302,13991.1446
50303,92.3002
50276,13756.2735
50279,490.9403
50212,7954.7813
50293,27688.201
50740,10713.9288
50759,1500.0442
50756,45110.1294
50726,115632.694
50701,918.4354
50691,226.8571
50703,69739.4421
50723,1869.1017
50757,1574.1247
50752,1555.1856
51115,3340.7856
51147,68519.4189
51086,388.7928
51137,55913.3569
51081,44066.041
51107,230.7912
51158,3018.9539
51108,29314.2565
51118,32.9596
51162,440.1742
51110,8051.8787
51175,23.374
51780,12620.3682
51864,4473.5923
51852,4996.314
51746,6569.338
51831,24681.1524
51874,8703.4707
51824,64637.8917
51796,24.1908
51701,3621.1406
51868,249.5428
51693,41139.2251
51759,806.7528
51853,42726.3716
51760,59304.4414
51854,32.9596
51775,46189.5704
51705,6128.7755
51718,5394.4426
51799,853.6164
51816,6385.8052
51758,1605.5854
53625,2707.7928
53551,37297.2229
53474,36186.1874
53618,5016.647
53530,92583.4094
53568,3144.6379
53595,8040.453
53501,1394.8408
53524,71475.3671
53563,98149.3023
53540,10430.3293
53622,38.9536
53575,2621.1776
55331,37727.8674
55255,811.5041
55281,628.5232
55328,37843.7026
55279,388.7928
55260,9724.7221
55292,29.9626
55253,42753.6121
55313,4617.0549
55304,806.7528
55234,57664.3572
55267,135.4052
57064,10125.4979
57149,12778.9951
57118,36573.6581
57106,2236.7649
57017,33296.8006
57126,31040.1335
57175,1224.7128
57039,3050.5863
57158,1633.7394
57108,406.7928
57162,31625.7838
57190,8888.6076
57027,8575.6747
57072,3221.8384
57089,806.7528
57074,45147.1768
57081,3475.192
57088,34721.2047
57104,6804.8443
57107,5149.5912
59076,5174.2459
59070,2583.7344
59073,2978.072
58989,8063.6528
59024,6057.1368
58954,388.7928
58993,33327.3114
59069,388.7928
58971,44655.1008
59039,184.8446
59071,67432.7158
58987,11655.6302
58924,32126.5969
58974,41529.6648
59035,7382.9607
68527,2469.05
57382,120.0
64910,82.59
74548,35.0
68246,841.46
56152,29.48
57966,2.29
68375,96.96
70714,2434.92
61286,34.98
61204,26965.7754
61179,47199.0054
61232,17313.2856
61177,25599.8392
61215,3395.6944
61196,34056.9954
61222,25537.5903
61248,61643.4981
61250,3486.7596
61186,39441.4489
61765,42.28
61740,29.99
61770,2332.28
61737,6.28
62267,37.29
62270,848.47
62253,96.07
62251,141.94
62245,161.29
62258,12.94
63237,11397.302
63119,269.4266
63154,1759.212
63174,30448.5066
63309,42.93
63138,5688.5949
63315,37.43
63120,227.4675
63330,35.0
63207,318.4545
63331,149.93
63176,7739.3876
63127,9439.1018
63128,23269.3142
63269,6459.3728
63307,29.98
63121,181.974
63178,5548.5939
63290,31986.8013
63312,109.97
63134,9158.419
63177,53884.8039
63236,3395.7726
63140,22074.6462
63239,18169.8968
63266,47150.6841
63353,2469.05
63122,197.9146
63197,406.2492
63267,1604.85
63304,87.96
63136,44374.984
63132,40511.7457
63141,4720.3618
63139,435.7706
63169,5139.1524
63834,2.29
63839,25.48
63835,3.99
63851,29.93
63836,39.22
63849,90.95
63845,123.98
63872,565.47
64334,76.97
64313,62.98
64351,2416.45
64352,2354.99
64333,56.97
64367,588.96
64325,123.98
64355,2344.96
64331,64.47
64319,33.98
64317,127.95
64316,31.27
64347,138.48
65166,32.9596
65369,76.97
65164,29456.7656
65235,32107.4359
65238,27710.4808
65169,14.9776
65189,39025.2005
65251,3480.1342
65197,1716.5304
65188,18007.4218
65371,2322.28
65358,85.48
65174,54280.7596
65341,32.6
65187,534.492
65284,193.947
65162,5503.1004
65218,29532.6614
65198,227.4675
65342,33.98
65185,1473.3718
65173,78702.9649
65240,269.4266
65231,534.492
65171,5594.0874
65243,20751.2008
65216,6129.4075
65264,8349.827
65348,23.97
65163,71275.2863
65217,1759.212
65344,41.59
65156,36279.5863
65206,83047.2353
65192,441.5482
65290,1268.4488
65845,85.48
65824,29.99
65844,45.24
65830,75.97
65860,2413.06
65847,24.27
66330,36.59
66361,2420.34
66332,34.89
66363,2398.05
66333,64.97
66349,56.97
66350,839.46
66335,94.46
67371,89.97
67361,36.59
67285,529.174
67288,5201.9814
67381,37.29
67363,43.97
67272,28978.9583
67295,76007.6545
67316,99763.4223
67304,71094.2594
67380,50.23
67270,71170.1895
67351,49.99
67319,3759.7206
67268,42387.6147
67286,14167.6236
67378,126.94
67302,54351.1382
67914,34.89
67918,94.46
67950,567.76
68456,1249.84
68440,604.96
68423,32.28
68415,36.27
68420,101.95
68421,78.96
68437,42.28
69635,742.35
69400,3353.1084
69548,77.9072
69398,1002.4495
69522,30149.6872
69401,21607.0277
69603,59.98
69479,30345.6728
69483,1652.3928
69469,806.7528
69538,5739.2029
69389,6006.9799
69399,34338.8154
69390,32.9596
69432,691.235
69446,2016.3408
69520,60328.4459
69490,1301.0902
69537,1811.8774
69541,7980.3736
69460,21741.6961
69595,29.99
69397,31548.659
69455,2380.2343
69560,37549.4989
69540,52665.1278
69599,23.97
69478,28354.4537
69589,23.78
69542,31483.6263
69448,22808.5433
69396,7325.6604
69482,24329.624
69640,548.98
69391,5093.6589
70216,769.49
70183,119.98
70203,35.0
70188,54.98
70209,61.97
70175,67.93
70236,2393.06
70206,42.28
70239,1149.47
70178,29.99
70176,82.59
70219,2351.96
70767,59.48
70775,49.97
70774,134.98
70796,29.93
70812,1174.48
70811,1197.45
71963,74.48
71808,38218.5643
71828,47560.0656
71891,2383.3328
71794,79430.532
71830,49853.3896
71906,427.9971
71781,26481.8187
71843,7036.848
71877,806.7528
71878,7740.8136
71789,129.8626
71817,624.3946
71990,1750.98
71788,1634.4996
71814,6803.2048
71973,54.96
71827,8368.7993
71851,46248.7619
71807,594.4246
71868,1749.027
71847,108580.2266
71841,102044.1343
71921,588.0818
71806,18336.5591
71829,36285.8682
71916,2497.8126
71792,61251.875
71800,33713.5206
71804,2200.188
71842,11.687
71853,4143.1641
71871,1962.4724
71825,4366.1751
71974,24.27
71860,3304.7856
71965,84.96
71786,4214.6556
71869,129.8626
72535,30.97
72567,2482.03
72527,94.46
72525,37.27
72526,29.99
72566,2393.06
72551,2334.98
72573,1174.48
73168,2447.05
73158,2366.96
73120,58.98
73129,100.09
74161,33.43
74183,35.0
74169,119.98
74172,71.97
74182,45.24
74164,36.59
74166,49.97
74425,49.48
74424,21.49
74427,32.6
74432,9.99
74661,45.58
74662,29.99
74660,71.58
43674,3149.2584
43661,39422.1198
43677,9338.7639
43662,34689.5578
43668,43272.067
43672,7345.0284
43679,1572.5395
43844,24299.928
43868,2576.3544
43891,39078.9348
43846,1133.2967
43852,2429.9928
43888,17355.8114
43855,13234.0306
43850,12286.7218
43856,2442.3428
43857,8613.1498
43854,2099.5056
43880,18605.572
43898,61357.26
43879,26098.5719
43893,503.3507
43889,2492.4802
43886,20812.4278
43853,31625.9064
43847,1086.6152
43882,2429.9928
43890,90428.8375
44085,24765.8721
44104,4895.9856
44083,1626.8283
44112,38933.8848
44081,45144.525
44077,7310.9186
44084,9755.9712
44086,88857.9714
44094,4895.9856
44082,2447.9928
44103,4572.6374
44111,13973.2619
44282,48503.4025
44298,33208.934
44295,11362.6972
44283,52841.3274
44288,52792.3847
44294,74583.5128
44300,9354.9131
44486,730.2078
44499,14604.1318
44497,1446.8756
44484,9817.1962
44496,35762.7243
44495,4890.3356
44547,83186.5195
44525,49655.9535
44537,62.4874
44535,28351.4053
44498,18553.2571
44526,19837.4828
44560,1155.2099
44490,4063.668
44533,23375.3519
44527,7350.6784
44542,19506.5985
44539,1788.5758
44504,23979.9114
44529,503.3507
44485,4859.9856
44512,2013.4028
44534,104330.7153
44744,35649.8201
44746,17143.5433
44765,6978.3436
44774,14908.3614
44773,24997.6788
44745,31517.5243
44749,55014.6022
44747,12467.3091
44750,107238.3615
44766,4920.6856
45038,32666.7031
45039,33327.368
45047,47738.623
45057,26677.8521
45054,15905.2315
45052,34091.8992
45058,6586.6105
45314,18087.4362
45282,9786.3212
45319,17081.9496
45293,2013.4028
45278,35037.2583
45269,2429.9928
45280,15319.1349
45306,7353.2846
45316,2429.9928
45268,1006.7014
45315,61552.3905
45313,20158.3495
45305,27431.3989
45310,17063.9496
45272,4530.1563
45276,7307.9784
45323,46392.1747
45279,1233.5585
45284,36018.3347
45529,116785.7682
45553,83082.4762
45537,4859.9856
45524,43327.3601
45526,7320.3284
45552,13401.1257
45525,8729.1675
45545,10759.1198
45522,34539.5263
45527,65344.7288
45546,14646.3068
45800,11840.9932
45792,37993.0783
45794,13526.1295
45781,55452.875
45786,82996.1729
45797,35150.4139
45780,37527.3343
46063,1049.7528
46074,22009.4354
46029,3614.6061
46096,1006.7014
46023,7289.9784
46037,1226.951
46044,35525.0843
46031,2607.5981
46065,14597.9568
46024,17131.3496
46034,35977.5751
46075,1006.7014
46035,14683.3568
46072,78467.7867
46073,881.4687
46050,2796.604
46071,24988.8795
46038,26101.9313
46086,60951.8607
46062,47064.2315
46064,26561.711
46039,29304.9636
46079,7302.3284
46351,4689.9839
46352,11079.8672
46326,35034.1653
46359,22555.5173
46360,17601.7121
46330,28840.7446
46333,60176.6473
46334,99958.2793
46328,891.2004
46332,15964.0406
46331,6789.4895
46607,146899.9227
46639,8217.753
46658,5833.9883
46622,50848.8334
46657,112015.7541
46608,56907.4678
46614,87214.0883
46616,187383.1452
46645,122486.9709
46632,29.9633
47015,23369.1437
46930,20080.6596
46984,6275.0368
46953,79060.5774
46998,1491.4221
46935,825.1816
46946,242.1391
47008,69780.0318
46938,64584.5503
47014,420.5541
47013,25775.9246
46929,29.9633
46959,109360.9341
46997,70647.4887
47047,12112.4962
47031,39723.7585
47003,21745.6975
46975,183.8049
46951,33659.8693
47000,7089.4327
46940,62811.9656
46950,6603.0003
46955,11530.9623
47017,222.1591
46936,8393.1184
46949,5805.2095
47012,49941.1482
47037,62435.5912
46932,4426.1098
46945,468.0093
47362,19726.0614
47396,23675.6388
47361,280.7865
47379,58.4935
47358,2998.258
47398,72401.6054
47412,249.5428
47365,108481.5696
47354,62046.4604
47389,5373.4576
47399,32012.341
47411,45089.9298
47381,743.33
47415,3333.9918
47380,52843.8795
47413,47299.7594
47397,9425.55
47366,116001.4966
47357,9594.8416
47390,963.0091
47359,60319.8657
47401,563.7528
47383,5385.4772
47709,6382.1462
47696,73269.031
47708,80516.7286
47662,41575.4358
47686,80.9089
47668,52926.4451
47670,93290.0239
47690,3539.6755
47673,37139.7886
47663,89619.9108
47960,13809.9433
48033,57308.4717
48053,45901.8158
48074,249.5428
47967,46483.8772
47979,4252.6605
47964,3145.1484
48008,709.3883
48039,2112.065
48000,963.0091
47977,9925.8753
48082,1475.3507
47961,777.5928
48037,25223.3459
48023,37804.9094
47988,114516.5775
47978,27945.627
48038,9795.0294
47963,6024.8703
48025,1623.5117
48059,52785.0161
48036,41648.8292
48030,3817.4901
48040,1850.5425
47966,5894.4815
47974,766.2339
48072,4680.4364
47981,3222.3299
47973,56531.6653
47980,27201.6262
48022,4936.4018
48321,38585.4149
48354,249.5428
48296,52752.525
48338,4594.3857
48287,244.2444
48324,2967.3919
48291,907.9127
48355,76.1933
48299,44999.6904
48331,4221.2176
48337,15139.9809
48323,3957.507
48297,9506.2918
48320,173.4368
48306,108952.9657
48351,43638.4457
48339,59635.7897
48350,42422.9572
48303,29.9633
48304,15180.7458
48300,40.373
48352,2754.0968
48340,32070.557
48330,80.9089
48301,48.7435
48307,105199.597
48754,29248.7134
48762,3382.5168
48750,65534.3945
48764,50216.1676
48761,35189.3945
48744,23024.9178
48779,3139.6273
48736,41.6553
48778,65608.4731
48768,38586.4565
49094,53458.22
49106,18179.3018
49069,7151.5136
49047,583.9393
49102,748.6284
49066,26879.5199
49120,74.0805
49153,3024.7819
49140,25014.645
49075,258.0824
49048,5637.528
49052,106067.6835
49055,24.6935
49070,28453.3367
49041,222.2415
49072,12737.7812
49073,3148.2494
49138,40405.525
49045,8456.292
49098,1491.4221
49085,28039.7625
49103,21057.8071
49039,6173.0313
49060,1672.8987
49100,20749.6253
49049,148.161
49071,516.1648
49087,400.1583
49042,2195.0373
49089,1648.2052
49459,800.3166
49508,1654.0231
49519,98.8665
49451,3098.8624
49517,3382.5168
49468,43759.7967
49454,7426.1405
49513,30895.2471
49458,244.2444
49484,24607.381
49485,103548.1289
49501,56884.5015
49480,54744.5365
49496,52470.5131
49469,807.9972
49507,32329.4653
49453,1491.4221
49467,45892.9666
49482,6000.1768
49511,2818.764
49839,9489.9986
49867,226.8571
49855,43236.6854
49879,94132.5436
49848,71759.3837
49827,47093.6499
49828,106471.252
49856,104812.4836
49860,45739.4525
49871,6309.2848
50242,43545.5878
50203,48405.2778
50204,117171.7214
50190,895.0281
50284,53601.5869
50251,666.4773
50295,30296.7694
50248,1071.0389
50192,6212.819
50232,31638.7085
50202,3049.4754
50245,37674.1504
50268,626.2402
50271,720.315
50200,6717.7808
50239,2032.1784
50197,3861.765
50246,31482.0215
50233,4623.6001
50250,3532.5837
50265,54983.2172
50195,35906.5195
50223,1865.9796
50308,3123.5559
50261,6513.3417
50262,197.548
50199,28733.068
50229,3000.0884
50709,2950.7014
50680,2274.8877
50699,34633.2027
50667,13689.3237
50674,383.0572
50687,44733.4305
50685,7907.001
50700,196.8368
50710,947.1721
50716,37910.2278
50676,41790.4639
50735,2471.25
50664,50888.6238
50666,98.8665
50677,2288.7234
50698,31903.3672
50689,55495.7124
50694,114451.7193
50668,71398.6442
50684,9328.73
50660,24.6935
50708,6334.1602
51132,122158.31
51116,6229.8237
51113,15271.952
51182,1750.98
51092,59661.2153
51096,99295.3497
51114,806.7528
51160,119780.46
51130,49542.1915
51156,4525.9134
51100,42397.6772
51124,95016.4166
51310,2319.99
51443,2359.98
51793,37908.8187
51700,5702.1796
51914,2451.3
51703,61466.1143
51698,6808.6007
51769,67766.6351
51772,52888.8628
51740,3982.6038
51791,35669.1359
51694,2446.3252
51843,11439.9655
51702,1792.6524
51832,52711.9852
51757,897.1541
51786,20460.4516
51699,31187.7272
51756,38.9536
51781,7951.9106
51916,2294.99
51897,22.93
51754,554.0328
51839,51280.969
51779,78.81
51896,37.27
51890,34.89
51887,78.48
51847,11887.552
51727,1059.31
51851,5028.7209
51850,85561.8259
51910,37.29
51692,806.7528
51704,33357.8449
51755,49993.2223
51818,47831.3985
51894,96.07
51766,9695.4223
52307,59.98
52305,59.98
52304,49.97
52302,71.58
52682,2.29
52712,71.97
52715,2478.24
52708,65.97
53527,88901.8475
53483,76034.3136
53503,5052.7262
53484,33806.0465
53513,69253.2651
53634,71.58
53488,81.4126
53509,4201.0148
53465,102021.4482
53528,4704.5993
53536,51895.8177
53635,64.97
53508,46602.5755
53481,296.7559
53507,6194.487
53553,457.3126
53597,2450.7996
53632,99.53
53463,3397.0785
53535,141360.8839
53482,1731.5664
53529,20.0688
53572,3158.2794
53477,33332.3999
53631,32.27
53558,1507.2152
53456,32247.71
53544,1860.5304
53545,4200.5494
53626,7.95
53600,4515.7073
53486,5966.9084
53464,77399.3752
53543,57.9272
53510,53605.4603
53542,7029.5367
54053,71.58
54085,564.99
54087,699.97
54082,39.99
54068,36.96
54079,42.28
54055,121.93
54051,78.48
54488,74.46
54497,30.97
54491,12.94
55287,48740.7296
55283,43359.995
55342,15.23
55245,82700.2912
55263,11643.6052
55243,38911.7284
55353,91.95
55280,82479.8053
55275,78276.0651
55262,457.7047
55350,119.98
55297,92910.0262
55308,1925.3538
55266,3934.1813
55826,53.99
55834,71.58
55863,2398.05
55840,49.97
56238,36.59
56254,42.28
56242,77.92
56271,556.93
57047,59.9326
57079,12274.4216
57188,34119.8228
57024,32142.1383
57100,1204.443
57016,5828.2398
57023,42687.3909
57159,7147.5278
